Ród Smoka odc. 4 | Omawiamy Sezon 2
🔗 https://www.youtube.com/watch?v=lGTyj0MYkS8
KMM (Krzysztof M. Maj)
GW (Grzegorz Wątroba, Okiem Deva)
TN (Tomasz Nowakowski, Ubieram Się na Czarno)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

17:  BFP - Taniec smoków już naprawdę się zaczął.
4540:  TN - I to co mówiłeś Grzegorz jeszcze odnośnie smoków, no to wręcz smoki są uważane za ucieleśniony ogień i z nich emanuje wielkie ciepło i nawet jeżeli one są w jakimś zimniejszym klimacie, to wręcz ich ciało potrafi parować.
4557:  TN - Ich krew jest taka gorąca właśnie, że kiedy one stają, zostały ranny, no to kiedy
4563:  TN - Właśnie ta krew wspłynęła na żołnierza, no to on wręcz się w niej ugotował.
4568:  TN - No i często jest też powiedziane, że ta krew dymi wręcz.
4573:  BFP - To było piękne.
4576:  BFP - Zaraz to będziemy oglądali.
4577:  BFP - Znaczy momenty, w których Wejgar wstaje i zaczyna iść, podnosi się po upadku i miażdży.
4584:  BFP - część piechurów, albo właśnie jak smoki spadły.
4586:  KMM - Nie, no to jest... Zauważcie, to wspaniałe jest też to, jaka jest różnica między obecnością smoków tutaj versus gra o tron.
4593:  KMM - Po tych wszystkich latach w grze o tron jednak już piechurzy się odzwyczaili od widoku smoków na nieboskłonie.
4599:  KMM - A tutaj widać, jaka jest ich pierwsza reakcja.
4602:  KMM - Smok jest gdzieś tam, nie wiem,
4604:  KMM - kilometry dalej, spieprzają od razu, się nie zastanawiają, żadne tam tarcze, od razu uciekają.
4612:  KMM - Nikt nic się nie zastanawiał.
4614:  KMM - Fantastyczny szczegół, ale taki maleńki, ale fantastyczny.
4616:  KMM - I niesamowicie mi się jeszcze druga rzecz a propos szczegółów światotwórczych podoba, mianowicie Smocze Siodła.
4622:  KMM - Wreszcie je widać w pełnej okazałości, bo przypominam, że w ostatnim sezonie większość scen była kręcona w totalnym zmroku, żebyśmy przypadkiem nic nie widzieli, bo mieli jeszcze mniejszy budżet.
4632:  KMM - Więc teraz przynajmniej ten budżet jest na tyle duży, że możemy zobaczyć w ogóle jak te smoki są siodłane, że tam trzeba się przytroczyć pasami.
4639:  KMM - W którymś momencie to zresztą robi Rhaenys genialne.
4643:  TN - W Rodzie Smoka też troszeczkę zmieniono i rozbudowano koncepcję smoków w stosunku do książek i gry o tron, co chwali sam George R. R. Martin, ponieważ on powiedział, że
4658:  TN - U niego smoki w książkach są bardzo podobne do siebie, a tutaj nadano im charakter, chociażby właśnie Veigar jest gnuśna, jest wolna i też sam wygląd tych smoków, to Condell o tym powiedział, że był wzorowany na trzech czaszkach zwierząt, znaczy zwierząt, no bo jeden to jest dinozaur T. rex, wilk i koń, tak, więc oni po prostu też
4682:  TN - urozmaicili wygląd tych smoków, żeby każdy nie był taki sam jak w grze o tron.
4689:  TN - I dlatego jest też różnica między tymi smokami, które widzimy w rodzie smoka, a które chociażby były w książkach czy w grze o tron.
4696:  BFP - Caraxes pięknie wygląda żmijowato.
4700:  BFP - David napisał przyczajony Eymont ukryty smok.
4702:  BFP - Bardzo mi się podoba ten krótki fragment, kiedy nam zostaje tak naprawdę zdradzona, że tu jest Eymont, ale w jakim momencie?
4711:  BFP - Nie w takim, że on sobie siedzi i mówi spokojnie Veigar, tylko widzi, że leci jego brat Aegon i mówi idiota.
4716:  BFP - To jest zakretyn, tak.
4719:  KMM - Czy biw między dwoma braćmi tutaj jest wspaniały, absolutnie.
4723:  BFP - Tak, Aegon, który myśli, że będzie wspaniałym bohaterem.
4728:  BFP - No ale tak, dobrze jest obserwować wreszcie smoki w akcji.
4732:  BFP - Równie dobrze jak oglądanie twarzy Gwaina, który widzi po raz pierwszy smoka w akcji.
4736:  BFP - Ja tylko pokażę jeszcze raz te trzy kadry, które pięknie pokazują kolejne stopnie rozpaczy.
4742:  BFP - Od wyparcia przez brak orientacji po absolutną rozpacz.
4751:  TN - Tutaj Eymont też pozwala tak naprawdę Aegonowi na Sunfyre lecieć, ponieważ on wie, że tam jest smok, wie, że jest Meleys albo jakiś inny smok i dlatego też on wie, że Sunfyre sobie niekoniecznie z tym smokiem poradzi, a jako, że jego brat z niego drwił, no i tak naprawdę Eymont też jest kolejny do tronu, no to pozwolił mu lecieć.
4778:  GW - Przemysław z wyrachowania po prostu to zrobił, że kazał mu czekać, bo Anoś się uda, że on będzie królem.
4785:  BFP - Wiemy, że ogień może spalić Targaryenów, ale pytanie, jak działa ogień smoków na inne smoki?
4791:  TN - Okej, dobra.
4792:  TN - A więc tak, smoki są... Łuski smoka są w dużej mierze odporne na ogień, ale nie całkowicie.
4801:  TN - Odporne są właśnie te łuski smoka na płomienie, ale też to jest tak, że im starszy smok, tym te łuski są bardziej grube i bardziej odporne na właśnie smoczy ogień czy jakiś inny ogień, bo właśnie twardnieją.
4818:  TN - i mają też większą ochronę, a jeżeli chodzi o smoczy ogień, to też smok ma z wiekiem gorętszy ogień.
4828:  TN - Było porównanie właśnie, że młody smok może podpalić stok siana, a stary smok swoim ogniem może sprawić, że po prostu stopnieje skała, więc różnica
4841:  TN - też siły ognia i tego, jak ten ogień smoczy jest gorący, zależy od tego, jak ten smok jest stary.
4851:  TN - No i właśnie Veigar w tym momencie jest najstarszym smokiem, ma 180 lat, więc co prawda jej słabością jest to, że jest bardzo wolna, co zresztą widzieliśmy, ale ten ogień
4865:  TN - Potrafi strafić nawet łuski Sunfire, bo jest na tyle silny, bo ta smoczyca po prostu jest stara.
4874:  KMM - Ciekawe było, jak oberwała Reynis w którymś momencie tym podmuchem ognia i ona wyszła bez szwanku w zasadzie z tego pierwszego starcia, nie?
4883:  TN - To nie jest tak, że Targaryenowie są odporni na ogień.
4886:  TN - Nie wiem czy mam teraz wszystko powiedzieć.
4888:  KMM - Znaczy Daenerys była z tego co pamiętam z uwagi na interwencję magiczną, to tak.
4892:  KMM - Tak, dokładnie tak.
4893:  TN - Targaryenowie są lekko odporni na ciepło i dlatego na przykład w pierwszych scenach z Daenerys widzimy kiedy ona wchodzi do gorącej bali czy
4903:  TN - dotyka dłońmi gorące jajo, ale to nie jest odporność na ogień, to jest zwiększona tolerancja na ciepło.
4911:  TN - A to, co widzieliśmy w dziesiątym odcinku pierwszego sezonu, jak Daenerys wychodzi z płomieni, to właśnie była magia ognia i magia krwi, którą odprawiła właśnie Miri Maz Duur.
4923:  TN - I to był cud, który właśnie nawet Martin to nazywa cudem.
4927:  TN - I co prawda też twórcy Gry o Tron rozszerzyli to, ponieważ widzieliśmy kolejną scenę,
4933:  TN - Później jak na przykład skalami Daenerys wychodzi z płonącego namiotu.
4939:  TN - I no nie wiem, czy George R. R. Martin by się pod tym podpisał, no bo on uważa, że Targaryenowie właśnie nie są ognioodporni, a tam to, co wydarzyło się z Daenerys było tylko za sprawą magia, ognia i krwi.
4953:  TN - I inni Targaryenowie również nie są ognioodporni, po prostu mają tylko zwiększoną tolerancję na ciepło.
4960:  BFP - Przepraszam, muszę przeczytać komentarze.
4962:  BFP - Eric Trax napisał, a zbliżamy się nieubłaganie do tej sceny, gdyby ktoś dwa lata temu powiedział mi, że wzruszy się na scenie, gdy smok w CGI spogląda na swojego jeźdźca, Rhaenys, i widać po nim, że wie, że zginął.
4975:  BFP - to powiedziałbym, że za długo był na słońcu.
4978:  BFP - A David napisał, ta cisza na polu bitwy, gdy pojawia się Veigar.
4980:  BFP - Ja muszę tylko puścić ten fragment, bo to jak porusza się Veigar na niebie, jak wolno leci w porównaniu z innymi.
4989:  GW - W ogóle poprzedzieranie skrzydła, ile ten smog miał doświadczeń różnego rodzaju.
4996:  KMM - Wtedy człowiek już wiedział, że ktokolwiek będzie chciał się zetrzeć z Eymondem, przegra.
5003:  BFP - Oni się naprawdę boją Veigar, znaczy w książce to jest też podkreślone, że oni, dlatego Rhaenyra i Daemon też nie chcą wystawiać za bardzo smoków, bo wiedzą, że liczby są na ich niekorzyść, mają więcej smoków, ale oni mają Veigara.
5019:  TN - Tak, aczkolwiek to nie jest tak, że male ace nie ma jakiejś przewagi, bo ma przewagę taką, że ona jest najszybszym, no było powiedziane, że jest najszybszym smokiem, aczkolwiek no w tym wieku możliwe, że już szybszym smokiem jest ta księżycowa tancerka, ale no przede wszystkim male ace jest bardzo szybka.
5038:  TN - A w porównaniu do tego Veigar jest wolna, więc ma pewną przewagę.
5042:  TN - I to nie jest tak, że jeżeli smok jest mega ogromny i ma mnóstwo lat, to że nie da się go pokonać.
5049:  TN - W książkach jest powiedziane, że Meleys ma szansę.
5053:  TN - z Veigar, tylko że ona po prostu tutaj no musiała się zmierzyć z dwoma smokami naraz, co prawda też no Sunfire najpierw upada i później jest tylko, i później jest już jeden na jeden, no ale też Veigar, widzieliśmy tę spiralę śmierci, która co prawda też została zainspirowana
5074:  TN - tym, co robią bieliki amerykańskie, czyli właśnie się łączą ze sobą i w ten sposób spadają w stronę ziemi.
5081:  TN - Splatają szpony i to jest spiral death.
5084:  TN - Tak, no i nawet Renys w pewnym momencie nawet myślała, że Veigar po prostu już udało jej się ubić, no bo widzieliśmy, że tymi pazurami ona rozorała jej ciało.
5095:  TN - Zaraz to pokażemy.
5096:  TN - Tak, i szukała jej przecież i na górze rozglądała się i też właśnie na polu bitwy.
5104:  TN - Więc to nie jest tak, że Meles nie miała szansy.
5107:  TN - No i też Veigar wygrała tylko dzięki temu, ponieważ wzięła ją z zaskoczenia.
5112:  KMM - Sunfire w ogóle musi przetrwać, ponieważ jeżeli nam nie pokazali, że smog jest kaput, tylko że dyszy w ostatniej scenie, to znaczy, że będzie wszystko w porządku i mam też niestety obawy, że ten kretyn Aegon również przeżyje, co jest dla mnie bardzo zmartwiające.
5125:  BFP - Zaraz do tego przejdziemy, ale zwróćcie uwagę na fakt,
5129:  BFP - I to jest demoniczność Eymonda, już nawet nie Daemona, którą tak bardzo lubię.
5135:  BFP - Kiedy krzyczy Dracarys Eymond na Veigar?
5141:  KMM - Wtedy, żeby oczywiście strumień ognia poszedł w królika.
5145:  BFP - Nie, on chce dosłownie upiec dwie pieczenie na jednym ognie.
5148:  GW - Tak, tak, tak.
5150:  GW - Prosta definicja friendly fire.
5152:  GW - Literally.
5155:  BFP - I to jest perfekcyjne dla niego zestawienie, ale to jest właśnie ten moment, kiedy Rejnis udaje się zbiec.
5162:  BFP - No i to jest też ten moment, kiedy decyduje się spełnić swoją powinność.
5166:  BFP - I to też ja podbiję słowa Tomka a propos tego, bo widziałem już kilka takich pytań na czacie.
5172:  BFP - które nawet odstawiając na bok honor i godność i powinność Targaryenki, jaką jest Rhaenys, to czy nie wiedziała, że pisze się na śmierć?
5185:  BFP - Niekoniecznie, bo jednak jest jakaś przewaga jej smoka i to jest prędkość.
5191:  TN - Tak, ona miała szansę z Veigar.
5195:  TN - I też nie chciała być tchórzem, nie chciała uciec z walki, ona jest po prostu bohaterką, która chciała wrócić.
5202:  BFP - W książce to też jest troszeczkę inaczej opisane.
5204:  BFP - W książce jest napisane, że to jest potężny smok, ale przegrywa, bo walczy z dwoma smokami naraz.
5209:  TN - Tak, bo to jest, w książce jest tak, że te smoki za jednym razem upadają, splatają się właśnie i spadają i tylko Veigar podnosi się.
5220:  KMM - Czyli, zaraz, zaraz, zaraz, czyli ten pomysł, żeby Eymont upiegł swojego brata, to jest wynalazek scenarzystów.
5227:  TN - Tak, dokładnie tak.
5228:  BFP - Bardzo dużo jest takich rzeczy, które są wynalazkami scenarzystów, na szczęście, ale... To całkiem niegłupie, trzeba przyznać, bo ja myślę, że tutaj, no spoko,
5238:  GW - Fajny zabieg, bo bardziej pasuje do postaci.
5240:  BFP - Jeszcze ciekawsze jest to, że Meleis to jest smok Rhaenys.
5248:  BFP - To Meleis upadając razem z Veigar i upadając razem z Sunfyre wyzwala takie uderzenie ognia podczas swojej śmierci,
5258:  BFP - że rani te smoki i właśnie rani Sunfire, tak jak tutaj jest w serialu to ukazane i spopiela ogromną część tego obszaru, w którym doszło do upadku i też zwęgla bardzo dużą część tego oddziału, który tam był, więc jakby ten ogień zostaje wyzwolony w momencie upadku, z tego co pamiętam.
5275:  KMM - Czyli smoki mają w sobie kanister z ogniem.
5279:  KMM - To jest ważny szczegół, jeżeli chodzi o ksenobiologię smoków.
5283:  KMM - Trzeba to teraz rozważyć.
5285:  KMM - Jak to jest zrobione?
5286:  KMM - Jak to działa?
5286:  KMM - Dlaczego to tak działa?
5288:  BFP - Mateusz napisał w tym tańcu śmierci... I te pytania pozostaną bez odpowiedzi.
5292:  KMM - Dziękuję.
5294:  BFP - Najpiękniej tańczyła Rhaenys, ale Aegon rozjebał parkiet.
5297:  BFP - Aegon to ten kuzyn na weselu, co myśli, że jest Michaelem Jacksonem.
5303:  BFP - Tak, dochodzimy do tych scen, które są naprawdę potężne.
5308:  BFP - To jest właśnie to.
5309:  BFP - Jest odbierana śmiercią.
5311:  BFP - Ale jeżeli chodzi o CGI, to to wygląda znakomicie.
5314:  BFP - Tak.
5318:  GW - W większości scen nie muszą pokazywać właśnie twarzy postaci, więc tutaj zresztą mamy zazwyczaj statyczne tło albo taki miks, że tego nie widać, więc mamy czysto jakby scenę CGI, więc tu sobie efiksiarze poradzili lepiej.
5334:  GW - Chociaż ten dym znowu to wygląda jak templatka z Houdiniego, ale to już jest taki drobny szczegół.
5341:  BFP - Moment jak podnosi się Veigar.
5343:  GW - Tak.
5344:  GW - I tu właśnie widać tą skalę, nie?
5346:  BFP - Jezu, Godzilla!
5348:  BFP - No coś niesamowitego.
5350:  BFP - I też zabija swoich.
5352:  BFP - Zabija swoich, no on to... Jakieś mrowencje się tam jej pałęczą pod szponami, co ona się będzie przejmować.
5358:  BFP - Ja myślę, że Veigar ma już demencję.
5360:  BFP - Ja myślę, że ona jest przekonana, że prowadzi kampanię wojenną przeciw Dorn.
5364:  BFP - I ona nie jest w stanie rozróżnić czegokolwiek, co się dzieje.
5367:  BFP - Po prostu czeka na komendę właściwą ze strony Elmonta.
5370:  KMM - A to jest to spojrzenie.
5371:  BFP - To jest to spojrzenie.
5372:  BFP - To jeszcze nie jest to spojrzenie.
5374:  BFP - To jeszcze nie jest to spojrzenie, bo dopiero Wejgar wyskoczy z Nienacka i to jest ten moment, kiedy Wejgar po prostu wyskakuje i ja nie mogę, to robi naprawdę duże wrażenie.
5387:  KMM - Wyskakuje jak Filip Skonopi.
5389:  TN - Podobnie jak przy Araksie.
5392:  TN - Tak, dokładnie tak.
5393:  TN - Podobne ujęcie.
5395:  KMM - Podobnie rozzłościło trochę, że powtarzał ten sam gimmick.
5399:  TN - No plus jeszcze nie wiadomo jak Veigar się schowała za tym zamkiem, skoro jest tak dużym smokiem, no ale no okej.
5409:  TN - To jest bardzo smutne.
5411:  TN - Ona już żegna się.
5414:  TN - I to jest też smutne dlatego, bo Renys umiera, zabita przez smoka swojej córki, Lejnę Velaryon, bo Veigar wcześniej dosiadała Lejnę Velaryon.
5428:  BFP - Faktycznie, która pojawiła się w tym odcinku na moment.
5432:  BFP - W wizji Daemona i Rany, masz rację.
5436:  BFP - to są smoki, które się dobrze znały i które miały ze sobą więcej wspólnego niż np.
5442:  BFP - taka Veigar i Sunfire, która jest znacznie, znacznie, znacznie, znacznie młodsza, bo przecież to jest Yayo, który dostał Aegon, więc... Tak, Sunfire ma około 20 lat, jeżeli chodzi o Meleis, to ona będzie miała pewnie z 50, może ponad 50 lat.
5462:  TN - No i tutaj też jest smutne to, jak Renis się poddaje już, jak widzi, że ten snad po prostu umarł.
5470:  KMM - Nawet się nie usiłuje ratować w jakikolwiek sposób.
5472:  KMM - Znaczy nie wiem, jak mogłaby się uratować, ale nawet nic nie próbuje zrobić.
5476:  GW - No tam spadochronów nie mieli.
5477:  KMM - No więc właśnie.
5478:  KMM - Znaczy wiesz no, albo maesterzy, albo magowie by coś zrobili, ale jak wiemy, w tym świecie nie ma szacunku dla magów.
5486:  KMM - Jest zupełnie jak w Elden Ringu.
5488:  BFP - Bardzo lubię to, to jest właśnie ten cut, który tak mnie przejmuje.
5491:  BFP - To jest ona spadająca ze swoim smokiem po prostu.
5494:  BFP - I puszczająca.
5497:  BFP - Jasne, to tło właśnie źle wygląda i to CGI tak razi.
5500:  GW - Ale właśnie jak zatrzymałeś na tym kadrze, zatrzymałeś na chwilę.
5503:  GW - I to właśnie chciałem do tego nawiązać wtedy, kiedy była scena, kiedy Amon kazał jeszcze wytrzymać na chwilę swojemu smokowi.
5511:  GW - Zauważycie tutaj właśnie tak po pierwszym macie cały blum dookoła, wszystko rozmyte i widać na brzegach postaci jak są kanciaście i jest wycięta łącznie z twarzą.
5526:  GW - Nienaturalna głębia ostrości jest.
5528:  GW - Nienaturalnie po prostu wygląda ten kształt, no i to też właśnie przeszkadza, no i żeby wyeliminować tego typu rzeczy, to jest bardzo dużo pracy, zwłaszcza, że tutaj mamy długą scenę i jak policjarze nie dostają dostatecznie dużo czasu, to niestety tak to wygląda.
5546:  BFP - Jak udało się Veigar przegryźć szyję Meleys, skoro ewidentnie samica Rhaenys ma całą szyję w ogromnych kolcach, no to są łuski po prostu.
5554:  BFP - Jak jej się udało przegryźć?
5556:  KMM - No bo jest silna i ma potężne kłyżo.
5559:  KMM - Jest dwa razy większa, półtora razy powiedzmy.
5562:  KMM - I poza tym też myślę, że to jest jednak słabszy punkt szyja niż grzbiet, który też ma kolce.
5569:  KMM - Ale to znowu musielibyśmy wtedy zagłębić się w wykłady dotyczące anatomii smoku, a przypomnij nam, że jeszcze nie ustaliliśmy, jakim cudem smoki mają kanister ciekłego gazu w sobie i jak to działa fizjologicznie.
5581:  TN - To znaczy, nie wiemy tego rzeczywiście, jak to działa.
5584:  TN - Krew jest wrząca i wiemy też, że ten ogień rodzi się w gardle, ale rzeczywiście są pytania, na które nie wiadomo, jak odpowiedzieć.
5593:  KMM - Można powiedzieć ładnie, że wszystkie rękopisy na ten temat zaginęły podczas Doom of Valyria.
5599:  KMM - Ewentualnie jeszcze wiadomo, że mogło być Wasz Aj, ale jak wiemy, tam nigdy nas akcja filmu ani serialu nie doprowadziła.
5605:  BFP - Były w Bibliotece Aleksandryjskiej, która spłonęła.
5608:  BFP - Co za ironia, że akurat ten upadający smog Renis robi wyłom w Gawronim Gnieździe, z którego potem właśnie korzysta oddział Christona Kohla, bo on wydaje rozkaz.
5620:  KMM - Wiesz, też prawda jest taka, że to jest ten zamek troszeczkę jest jak ta chatka trzech świnek z bajki.
5626:  BFP - Znaczy można byłoby dmuchnąć, ale zauważcie, że jest właśnie eksplozja ognia, kiedy upada
5632:  BFP - I to jest ten moment, kiedy ona także zabija część załogi tego, tego, tej warowni.
5640:  TN - Tak.
5640:  TN - Tak, no takie bardzo Pyrrusowe zwycięstwo tutaj, ale... Tak, no dwa smoki umarły, jeden po jednej stronie, drugi po drugiej stronie.
5647:  TN - Nie, no nie wiemy, czy umarł, czy umarła Sunfire.
5650:  KMM - No tak, tak, tak.
5650:  TN - Ale no powiedzmy, no są wyłączone z walki.
5652:  KMM - No zrzucono z planu.
5653:  KMM - Nie, nie, ja uważam, że nie.
5654:  TN - Nie, nie ma szans.
5656:  TN - Znaczy ja wiem, tak?
5659:  KMM - Ja nie wiem, bo nie czytałem, ale nie wierzę.
5663:  KMM - Jeżeli jest tak, że nie pokazali nam w kadrze, że ze smoka wycieka posoka krew, że ginie, ma odrąbaną głowę, to znaczy może powrócić.
5672:  KMM - I to się też tyczy ludzi, nie tylko smoków.
5674:  KMM - No niestety, więc podejrzewam, że jednak ten kretyn Aegon wróci.
5680:  KMM - Bo w ogóle nam go nie pokazali, zdaje się.
5681:  KMM - On tam gdzieś tam w splotach był widoczny bodajże, ale nie pamiętam, musiałbym się przyjrzeć kadrowi, ale wydaje mi się, że go nie pokazali nawet.
5688:  KMM - W ogóle to... To była tylko ciekawa scena, jak Aemon stał z mieczem obnażonym nad tym smokiem.
5695:  GW - Tak.
5696:  KMM - Ja bym chciał dobić prawdopodobnie... Zaraz przejdziemy do tego.
5699:  GW - W ogóle wyglądało tak, że właśnie stoi na tym, ma ten wyciągnięty miecz, tam dobiega ten Krzysztof Kohli.
5704:  GW - Ejmont, znalazłeś go?
5706:  GW - To jest niesamowite, że... Tak, tak, tutaj jest.
5709:  BFP - Ejmont stał z mieczem obnażonym w tym odcinku, Ejmont stał z mieczem obnażonym w poprzednim odcinku.
5714:  BFP - Ejo!
5715:  BFP - Ale chciałem zaznaczyć, jak bardzo kinematografia wiele zawdzięcza szeregowcowi Ryanowi.
5722:  BFP - Ta scena to jest szeregowiec Ryan, a to Kristen Colt z Tom Hanks na plaży w Normandii, który jest w szoku, nie wie co się dzieje, kamera pracuje mniej więcej tak jak w szeregowcu Ryanie i tak jak tam... Tam akurat życzymy śmierci, nie?
5737:  BFP - Tak, tak jak tam znajdował żołnierza, któremu chciał pomóc i się okazywało, że ten nie miał dolnej części ciała, tak tutaj... Stary, ty wyższy byłeś, nie?
5746:  GW - I tak patrzę, o kurde, przepał mi.
5748:  BFP - A tutaj gościu jest cały spopielony, co też pokazuje potęgę tych smoków.
5752:  BFP - I wiecie co?
5753:  KMM - To było rewelacyjne, absolutnie.
5754:  KMM - Podszedł do żołnierza, trącił jego hełm, a on się rozsypał w popieł.
5760:  KMM - Taki jeden szczegół, ale pokazujący, zauważcie, znacznie więcej niż bezpośrednia, wulgarna scena topienia ludzkiego mięsa, na którą na pewno by sobie pozwolił swoją drogą kripkę we boys.
5775:  KMM - Także nawiążę do naszej poprzedniej rozmowy.
5777:  BFP - Ja sobie tylko zadaję pytanie, czy ten jeden z piechurów, który został, a może i rycerzy, który został całkowicie spopielony, chyba kawalerzystów, bo trzyma kopię, czy on zginął w wyniku walki, która się odbywała, czy to był ten podmuch, który wyzwoliła z siebie Meleis po upadku?
5796:  TN - Jeżeli został spopielony, to na pewno przez smoka, tak?
5799:  BFP - Tak.
5800:  BFP - Nie no, to wiem, ale którego i w jaki sposób?
5804:  KMM - Bo zastanawiam się, czy po prostu ta siła tego uderzenia jest na przykład tak potężna, że nie wiem, że... Raczej ogień myślę, raczej w którymś momencie albo właśnie ten wybuch, bo nie wiemy jak daleko on sięgał, albo któryś ze smogu przysmażył.
5820:  BFP - Panowie, ja wiem, że to się nie stało, że on się tak bardzo bał, że się zmienił.
5823:  KMM - Nie, no to Filip po prostu, a woda ognista, która została wypita przez niego dzień wcześniej, wypaliła od środka.
5828:  BFP - Tylko chodzi o to, że wcześniej jak widzieliśmy, jak działa ogień na ludzi, no to jednak widzieliśmy, że oni płoną, a nie, że zostają spapieleni.
5834:  BFP - Więc zastanawiam się, czy to uderzenie Meleis, to pośmiertne na przykład, nie wiem, wyzwolenie się gazu, który trzyma w sobie smog, czy właśnie tych obłoków ognia jest tak potężne, że to jest, nie wiem, najgorętszy ogień.
5846:  TN - Mi się wydaje, że nie, myślę, mi się wydaje, że po prostu on został spapielony wcześniej przez jakiś podmuch smog.
5852:  BFP - No chyba ma to sens, ponieważ też upadła na mury Meleis, a to jest tak pośrodku pola bitwy, morze.
5864:  BFP - No tak, ale Kristen Cole łapie akurat w tym momencie Amonda, w którym on chowa miecz do pochwy.
5871:  BFP - No i widzą leżącego... No właśnie, co tu tak naprawdę widzą, bo niewiele zostaje.
5877:  GW - Czątki smoka i w ogóle mam wrażenie, że tam...
5882:  GW - O, to jest właśnie to.
5883:  GW - Tak, on tu leży, roztrzaskany i smok wokół niego i to jest tak trochę pokazane, jakby smok chciał go chronić, czy coś w tym esecie być może.
5893:  TN - Przed samym też tym, jak Aemond krzyknął Dracarys, to też widzimy taką milisekundę, kiedy jego smok, Sunfire, broni właśnie Aegona, broni swojego jeźdźca przed tym ogniem.
5906:  BFP - Ciekawe, że trzyma Amon ten sztylet Aegona, właściwie królewski, który jest związany z przepowiednią Pieśni Lodu i Ognia.
5914:  BFP - Natomiast tak jeszcze się przegląda Melaise i czy ona ma całkowicie usunięte łuski?
5920:  BFP - Czy mi się wydaje, czy to są wciąż łuski?
5921:  BFP - To wygląda jakby... Patrzysz na Sunfire w tym momencie.
5924:  BFP - Sunfire, przepraszam.
5926:  BFP - Tak jakby jej się stopiły wręcz łuski, a może mi się tylko wydaje.
5930:  BFP - Może to jakieś ciekawe.
5932:  TN - Tak, no bo to w sumie łuski bronią właśnie przed tym ogniem, poparzeniami, więc jeżeli no widzieliśmy, że te skrzydła płonęły, no to najprawdopodobniej łuski zostały spapylone.
5941:  BFP - I co za ironia, że to atak Veigar, że tego nawet nie zrobiła Melaise, tylko zrobił to Veigar.
5949:  TN - Ale Melaise też mocno uszkodziła, widzieliśmy, że poturbowała, gryzła za skrzydło.
5954:  BFP - To są te zadrapania, które tutaj są, widać.
5960:  BFP - Napisy końcowe.
5963:  BFP - Product placement.
5966:  KMM - Krzysztof szuka zapocznika, jak zawsze.
5968:  KMM - W napisach końcowych.
5970:  KMM - Tym razem nie mam się do czego przyczepić, jeżeli chodzi o ciemne kadry.
5973:  KMM - Nie było tychże i bardzo dobrze.
5975:  KMM - Bym się wściekł naprawdę, gdyby była kolejna walka smoków w dnia jednego o północy.
5981:  KMM - Bez przesady.
5982:  KMM - Więc to jest najlepszy odcinek, moim zdaniem, dwóch sezonów House of a Dragon.
5988:  KMM - Będę bronić tej tezy jak ksiądz Kordecki w Częstochowie.
5992:  KMM - Ogółem całego serialu House of the Dragon.
5996:  KMM - Na poziomie niektórych odcinków z Game of Thrones, ale wciąż nie na poziomie najlepszych odcinków Gry o Tron.
6003:  BFP - Ja uważam, że to jest to, czego oczekiwałem, czyli zbliżanie tego serialu do Gry o Tron, jeżeli chodzi o pewną proporcję
6012:  BFP - akcji, bo zostałem być może trochę źle zrozumienny ostatnio, gdy mówiłem, że chodzi mi o sceny batalistyczne.
6018:  BFP - Nie, chodzi mi o akcje, emocje i też elementy fantazy.
6022:  BFP - Elementy fantazy.
6023:  BFP - Ja czasem za bardzo zapominam
6027:  BFP - A nie chciałbym zapominać.
6028:  KMM - Bo to nie są Bridgertonowie.
6031:  BFP - Tak, tak.
6032:  BFP - Wyjałeś to z moich ust.
6033:  BFP - Dokładnie.
6034:  BFP - Czasem potrzebuję pierdót.
6035:  BFP - Czasem potrzebuję takich wizji, jakie ma Damon, który gada z odciętą głową w stylu Evil Dead.
6042:  BFP - I ten odcinek zrobił to fantastycznie.
6045:  BFP - I żeby to nie było tak, że to jest jedyne paliwo, które było w baku na zionięcie ogniem, ale żeby tego ognia jeszcze trochę pozostało.
6052:  BFP - Grzegorz, jak ty uważasz?
6057:  GW - Na temat czego stary?
6058:  BFP - Na temat tego odcinka.
6060:  GW - No to na temat tego odcinka jestem generalnie nim absolutnie zachwycony ze względu na to, że w końcu dostaliśmy konkretne mięsko, a w zasadzie już takie ugrillowane i to dość mocno.
6074:  GW - I to smocze.
6075:  GW - I to smocze.
6077:  GW - Mieliśmy ileś motywów.
6079:  GW - Po pierwsze, Alicent pokazała się z najgorszej strony.
6082:  GW - Po drugie, pokazano więź pomiędzy smokami a jeźdźcami.
6088:  GW - Rhaenyra w końcu zrozumiała, że tej całej gównoburzy już się nie da zatrzymać.
6096:  GW - to mamy absolutny kickstart całego konfliktu już tak na pełnej.
6101:  GW - W sensie już rzuciliśmy, jak na jedynce, dwójce po prostu było tak noszone ten cały wózek przez pierwsze trzy odcinki, to teraz już jedziemy, no...
6113:  GW - Wrzuciliśmy trójkę, jedziemy pod górkę i podejrzewam, że od kolejnych odcinków to już będzie tylko krew, syf i pożoga.
6121:  GW - I stawiam, że po pierwsze mój typ jest taki, że kolys się wpieni i tam zrobi komuś z tyłu jesień średniowiecza, a jednocześnie w King's Landing
6133:  GW - będą się próbowali jakoś wyjść z twarzą z tego całego cyrku, który się odstawił.
6140:  GW - Jestem ciekaw tylko, czy Aegon przeżył w ogóle, a jeżeli przeżył, to w jakim jest stanie?
