Dlaczego AKOLITA jest tak ZŁY?
🔗 https://www.youtube.com/watch?v=A4nbDZSWiHA
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
ML (Michał Lipiński, Ponarzekajmy o Filmach)

41:  BFP - Wiecie po czym poznać prawdziwych przyjaciół?
4186:  ML - A ja tu wracam do tego starego Mr. Plinkett Reviews podejścia, gdzie no jednak liczy się trochę coś więcej niż tylko łupanka, nie?
4194:  ML - Ale sama choreografia, spoko.
4197:  KMM - Ja tu więcej powiem, to znaczy ja uwielbiam, to zaznaczę na wszelki wypadek, walki Mieczem Świetnym z prequeli.
4206:  KMM - Ludzie się z tego wyśmiewają i tak dalej, a ja uważam i zawsze uważałem, że tam zrobiono przerysowaną, operową walkę i ona miała sens właśnie z tego względu, że to jest space opera, tak?
4219:  KMM - I w kontekście tego, jak to pysznie wygląda w prequelach, no to takie...
4228:  KMM - Z walki Bena Kenobiego i Wadera z Nowej Nadziei.
4235:  KMM - Wygląda to żenująco, umówmy się.
4237:  KMM - Nawet fani robili przeróbki z tą piękną, operową muzyką, którą później John Williams skomponował.
4243:  KMM - I tutaj trochę jest jednego i drugiego.
4245:  KMM - Z jednej strony jest ta tradycja prequeli, że jest naprawdę przemyślana choreografia walki o nie czym świetnym.
4250:  KMM - Szybkie przykłady z głowy, rozdzielenie miecza na dwa, wykorzystanie tego skoda, że nie widzieliśmy tego sensownie w walce Bicza Świetnego, byłoby fajnie, gdyby to nie był tylko taki odd easter egg.
4260:  KMM - Na pewno na plus to, że były też włączane elementy kung fu do walki, chociaż wolałbym, żeby to nie było jednak zrobione w sposób irracjonalny, to znaczy, że jeżeli Jedi ma do wyboru albo miecz świetny, albo kung fu, to jednak wybiera miecz świetny, chyba że go straci, wtedy może
4277:  KMM - alternatywne sztuki walki uskuteczniać, to wtedy miałoby większy sens.
4280:  KMM - No i ja nie ukrywam, że mnie zaczęło serducho pompować żwa w jej krew w piątym odcinku, tylko że jest jeden problem.
4288:  KMM - Zauważcie, że po pierwsze, tak jak Filip mówi, są cięcia na inne, nudniejsze sekwencje, które ja po prostu przewijałem wtedy, albo jest dziwna muzyka właśnie do tego dobrana, taka bardzo ilustracyjna, takie...
4301:  KMM - Jaki jazz gwiezdnowojenny jest tam w tle tych walk.
4304:  KMM - Nie jestem w stanie znieść całkowicie.
4306:  KMM - To jest taka muzyka, którą John Williams pisał wtedy, jak już nie miał żadnego pomysłu i skończyły mu się wszystkie fajne tematy.
4313:  KMM - To tutaj jest najlepsza muzyka taka, więc to już nie pasowało.
4317:  KMM - I jeszcze jest ostatni tego element, to znaczy za każdym razem, jak była właśnie ta interesująca, kulminacyjna scena,
4323:  KMM - Napisujemy Clip Kanga i lecimy do następnego.
4326:  KMM - Jezus Maria!
4328:  KMM - Wyobraźcie sobie, że Zemsta Seedów kończy się w momencie, gdy Anakin i Obi-Wan krzyżują miecze.
4334:  KMM - To jest to, co robi Akolita, więc cała ta pompak, do której prowadził jakiś serial, ja ziewam przez cały odcinek.
4340:  KMM - Nagle jest scena, że wszyscy Jedi się rzucają na, jak uwielbiam to określenie, Smilorena i...
4347:  KMM - Ciach, nie ma, to zobaczysz się następnym razem.
4349:  KMM - Czekam ten tydzień, włączam odcinek i co się dzieje?
4353:  KMM - Nawet nie podejmują tej walki.
4355:  KMM - Od razu idą w jakąś nudną sekwencję.
4357:  KMM - Nie, no to jest okropne po prostu.
4359:  ML - I tak jak mówiłeś, zero utrzymania tego tempa, gdzie w najciekawszych momentach są przebitki na jakieś, że tam się kręci ktoś inny gdzieś tak, no nie potrafią, po prostu nie potrafią trzymać w napięciu, no nie potrafią po prostu napisać scen dobrze.
4370:  KMM - No i jeszcze jest jeden element, to znaczy fani się śmiali, teraz przypomnę to, bo może ktoś nie pamięta, jak w trzeciej części, czyli w Zemście Seatów,
4378:  KMM - Palpatine rozkrawuje jak, nie wiem, ogórka jednego, trzeciego i drugiego mistrza, z czego jeden mistrz, to znaczy Plokun, nie, to nie był Plokun, wróć, nie pamiętam w tym momencie, z zielonymi włosami, wiecie o kim mówię.
4390:  KMM - On był akurat jednym z najlepszych fechmistrzów w ogóle w zakonie na tym etapie.
4396:  KMM - Nie przypomnę sobie.
4397:  KMM - W każdym razie on ginie jako pierwszy, zdaje się, w ogóle.
4399:  KMM - Jest rozciachany.
4400:  KMM - To jest jakiś kompletny absurd.
4402:  KMM - I później to tłumaczono tak, że Palpatine użył Force Screamu i to dlatego.
4407:  KMM - To był kitfisto, dziękuję.
4410:  KMM - No i wiecie, to był taki klasyczny przykład tego, że potem w książce łatano dziurę, tłumaczono coś, co ewidentnie Lukas nie przemyślał tego, wrzucił to, żeby ładnie wyglądało, że zobaczysz, jaki on jest potężny, nie?
4423:  KMM - I to czuć było, że potem usiłowano temu nadać jakiś sens.
4427:  KMM - I trochę to jest tutaj, nie?
4428:  KMM - Że Jedi padają jak świeżo ścięte zboże, a to nie jest tak, że możemy w przypadku tego wojownika Sithów, bo nawet nie był pełnoprawnym Sithem, że możemy to powiedzieć, że no tak, to jest najpotężniejszy Sith w galaktyce, więc ja jeszcze mogłem to moje zawieszenie niewiary jakoś utrzymać przy Palpatinie,
4445:  KMM - Okej, może on rzeczywiście miał jakąś umiejętność mocy, kto sparaliżował tych mistrzów, mimo że jeden dosłownie wytrenował we wszystkich technikach walki między innymi świetną połowę zakonu.
4455:  KMM - Okej, rozumiem, rozumiem.
4457:  KMM - Być może, nie wiem, Mace Windu nie był w stanie wtedy jakoś uruchomić swoich mocy i Vaapada.
4462:  KMM - Okej, rozumiem.
4463:  KMM - Natomiast w tym przypadku nie rozumiem.
4464:  KMM - Nie rozumiem, dlaczego jest wyrzynany cały zakon.
4467:  KMM - Dosłownie cała siła ekspedycyjna zakonu zostaje wysłana, a domyślam się, że nie wysłali jakichś wyłącznie, nie wiem, parweniuszy, nieumiejących się posługiwać mocą, no tylko raczej to byli już doświadczeni wojownicy.
4478:  ML - I jeszcze zwróć uwagę, że oni tam w czterech, w czworo walczą z nim i giną po kolei, a cztery na jednego, a potem ona sama z nim walczy, ta co jest, ta Jackie.
4488:  ML - Tak.
4489:  ML - Więc też jest trochę takich pytań, znaczy...
4491:  ML - No właśnie, znaczy to tak naprawdę ma sens.
4493:  ML - Jeszcze też ten... Wiecie, ja bym chciał też trochę więcej, gdzie ja się nie znam przecież na loże i mam to trochę w dupie, mówię to otwarcie, mam w dupie Star Wars.
4501:  ML - Ja zawsze byłem fanem tylko oryginalnej trylogii.
4503:  ML - Zazdrość.
4504:  ML - Dla mnie się później nic nie wydarzyło, no nie?
4507:  ML - Ale... Muszę ci kupić komputer.
4509:  ML - Nawet na tym etapie... Kup mi komputer.
4511:  ML - Nawet na tym etapie, jak on wyciąga ten swój czerwony miecz świetny i oni wszyscy wyciągają swoje.
4516:  ML - Ja tak mam... To powinna być sytuacja, że oni nie widzieli Seeta od, nie wiem, tam setek lat, czy nie wiem, jakiś... To powinien być jakiś wielki deal w ogóle, że będziemy walczyć na miecze świetne, nie?
4526:  ML - Brakuje mi takiego westernowego podejścia, jak u starych, dobrych, wiecie, jakiegoś Kobayashi'ego czy Kurosawa, jakieś napięcie, jakieś patrzą, co robimy.
4533:  ML - O kurwa, on też ma mieć świetny, wiecie, walczyć, tak jak nas uczyli, takie, jakieś wstawka, jakieś napięcie, jakiś kontekst do tej sytuacji, a oni po prostu wiedzą, że to jest fanowski film, lecą się napieprzać, po prostu robią, się napieprzają.
4546:  ML - To jest takie trochę wszystko bezmyślne, nie?
4548:  BFP - No tak jak filozofia Kimira, który mówi, no ja chcę być wolny.
4552:  BFP - Jaka filozofia?
4552:  BFP - Ja chcę być wolny.
4554:  ML - Była jakaś filozofia?
4555:  BFP - No a zatem muszę pozażynać wszystkich Jedi, którzy pojawią się.
4557:  ML - Nie filozofia, tylko tu jest moja klata, tam załóż kakakask, będzie śmiesznie i tyle, no.
4561:  KMM - Ja chciałem jeszcze podjąć to, co Michał powiedział, mianowicie, że nie widziano Sifa od lat.
4566:  KMM - To jest zdanie, które pada w Mrocznym Widmie.
4568:  KMM - Bo się ukrywa w jaskini.
4570:  KMM - Nie, nie, to jest zdanie, które pada w Mrocznym Widmie, że jak widzi Qui-Gon Jinn, pamiętajmy, że Qui-Gon Jinn jeszcze studiował historię zakonu, nie jest tak, że on był wojownikiem, dlatego zielony miecz, on bardziej studiował moc i jej tajniki i on mówi, że nie widziano Sifa od lat.
4588:  KMM - setek, tysięcy, whatever lat, bardzo, bardzo dawna.
4591:  KMM - Ten serial toczy się na 200 lat przed wydarzeniami w Mrocznym Wilmie, więc tutaj też jest bzdura i dziura fabularna.
4597:  KMM - To złości trochę, bo to nie jest tak, że jest sprzeczność prowadzona z trzecioligowym komiksem ze stroną 2137, tylko jest dosłownie z jednym z sześciu kanonicznych filmów.
4610:  KMM - Jest sprzeczność fabularna i to taka giga sprzeczność fabularna, no bo znowu zadajemy sobie pytanie, dlaczego Yoda nie wiedział, tak?
4617:  KMM - Co ma do ukrycia bestia z Dagobah i tak dalej.
4619:  KMM - Więc denerwuje mnie to strasznie.
4623:  BFP - Ja tak nie przywiązuję wagi do kanonów.
4627:  KMM - No dobra Filip, to jest fabuła, to już nie jest kanon, to jest sprzeczność fabularna, tak to nazwijmy.
4631:  ML - Tutaj przede wszystkim to są jakieś rzeczy, które można by łatwo, to nie jest jakiś problem to, wiecie, wyrównać, nie?
4637:  ML - Tak jak ten Kiyatimundi, kurde, co tam na żywo zmieniali tą Wikipedię, że datę urodzenia mu zmienili po tym odcinku i się pojawił, nie?
4648:  ML - Ale tak naprawdę po co?
4650:  ML - Bo jakbym był jakimś tam prowadzącym, nie wiem, którąkolwiek Kennedy, czy tam Headlands, czy którąś, to tak, najlepiej wziąć kogoś, kto ogarnia lore i zapytać, dobra, który ze znanych Jedi w tym momencie żyje, żebyśmy mogli zrobić cameo, że tam się pojawi i powie dwa zdania.
4664:  ML - I wystarczyłoby jedna minuta rozmowy z kimś, kto ogarnia lore.
4667:  BFP - No ale wiesz, taki lore też ogarnia Dave Filoni.
4672:  BFP - Bo to jest ciekawe, że my w ogóle nie używaliśmy tutaj jego imienia i nazwiska.
4676:  BFP - Dave Filoni odpowiadał za dużą część seriali animowanych.
4680:  BFP - Dave Filoni tak naprawdę ożywił Ahsokę.
4683:  BFP - także w wersji serialowej.
4685:  BFP - Dave Filoni odpowiada za Mandalorianina obok Johna Favreau, odpowiada za Book of Boba Fett, poniekąd odpowiada za Obi-Wana, to jest bardziej takim producentem wykonawczym, więc jakby my teraz operujemy tak naprawdę w kanonie nie Disneya, tylko Dave'a Filoniego.
4701:  BFP - Szczególnie, gdy chodzi o jego seriale.
4702:  BFP - Tutaj Dave Filoni miał, myślę, mniej do powiedzenia, ale właśnie te wszystkie seriale, które są w tym jego... Znaczy nie miał nic, bo sprawdziłem właśnie, nie był nawet egzekucją.
4710:  BFP - Zgadza się, ale i tak do tego zmierzam, że on ma to swoje takie uniwersum, które stworzył, gdzie na przykład Ahsoka pojawia się w Mandalorianinie, Boba Fett pojawia się w Mandalorianinie.
4721:  BFP - Dokładnie.
4722:  BFP - I gdzieś on tam wiąże ze sobą te swoje seriale.
4725:  BFP - On jest super jakby wyczulony na kanon, on tego pilnuje,
4729:  BFP - Ale to niewiele zmienia.
4730:  BFP - W sensie, tylko dlatego, że on, nie wiem, dopilnował, żeby zadbać o jakieś tam ultradetale, nie sprawia, że on nie kisi się we własnym sosie.
4738:  BFP - Znaczy, on cały czas operuje dokładnie w tych samych czasach, wprowadza te same postacie, bo je po prostu bardzo lubi.
4745:  BFP - Nie jest w stanie powiedzieć za wiele świeżego.
4746:  BFP - Mandalorianin był świeży, tak?
4748:  BFP - Ale też tylko przez dwa sezony.
4750:  BFP - I to w drugim sezonie znowu.
4752:  BFP - Pojawia się Luke, pojawia się Ahsoka, pojawia się Boba Fett.
4755:  BFP - No, on nie może od tego uciec, więc ja bym jakby, jasne, zgadzam się z tym, co powiedział Michał, ale nawet jakbyśmy wzięli takiego Filoniego jako konsultanta i powiedzieli, a co ty możesz dokonsultować, to by Filoni zaraz powiedział, a ja wiem, kogo możecie wziąć, kurwa, niech się pojawi Luke.
4769:  BFP - Chociaż to nie ma kompletnie sensu, bo kilkaset lat wcześniej się dzieje akcja, ale nie szkodzi, wprowadźcie, bo skoro jest Yoda, to może się Luke też pojawić.
4776:  BFP - Więc wydaje mi się, że są pewne maniery, które mają twórcy i zobaczcie, co zrobił Andor.
4781:  BFP - Andor powiedział, jebać ten kanon, bo ten kanon to głównie sprowadza się do takich rzeczy właśnie jak moc, sifowie i tak dalej.
4788:  BFP - Nie, zróbmy po prostu opowieść, która jest bardzo ludzka, bardzo... źle to brzmi, kiedy mówimy o The Galaxy Far, Far Away, ale jednak przyziemna.
4798:  BFP - Tam nie ma za bardzo skakania po planetach.
4800:  BFP - Ta intryga jest bardzo kameralna, prawda?
4803:  BFP - Biorąc i tak pod uwagę stawkę, która jest.
4805:  BFP - I może to jest jakaś ciekawa droga.
4807:  KMM - Andor się nie pozbywa jednego okropnego momentu, z którego zawsze się śmieje, to znaczy jak ciotka Petunia mówi do wszystkich szturmowców i szturmowcy zaczynają płakać.
4815:  KMM - Jest tam taki moment, że ona autentycznie do wszystkich, wszyscy się gromadzą wokół i ona mówi, że trzeba się zbuntać przeciwko Imperium.
4822:  KMM - Słuchajcie, enough is enough.
4824:  KMM - Więc jak ciotka Petunia mówi, to nawet szturmowcy stoją i słuchają.
4827:  KMM - No to było absurdalne, ale fakt faktem, że dalej Andor jest jedynym serialem, o którym mogę powiedzieć śmiało, gwiezdnowojennym, że super, że właśnie eksploruje inną drogę, inną ścieżkę Imperium.
4840:  KMM - Przecież to tam mamy absolutnie swoją drogę, ja bym tak zaczął cały serial i w ogóle porzucił tego całego Andora, bo on sam jako postać jest nieinteresujący, ale ta ucieczka z więzienia imperialnego, to jest piękne, pokazujecie nową część, nową stronę Imperium.
4854:  KMM - Idea taka, widzicie jak wygląda ten terror na ulicach dosłownie.
4858:  KMM - To jest rewelacja absolutna.
4860:  ML - To świat jest bardziej wiarygodny.
4861:  ML - I wbrew temu co powiedziałeś... W sumie nie gadaliśmy jeszcze o tym, jak ten serial wygląda.
4866:  BFP - Ja tylko jedną rzecz powiem.
4868:  BFP - I właśnie pięknie pokazuje też Andor, jak wbrew temu co powiedziałeś Krzysztofie, jak bardzo zbiurokratyzowany jest jednak imperium.
4876:  BFP - Bo tamta biurokracja odgrywa bardzo charakterystyczną rolę.
4879:  BFP - Zresztą jeden z bohaterów jest tam, pamiętam, właśnie gościem, który pracuje w biurokracji w tej takiej, w nasłuchu z tego, co pamiętam.
4886:  BFP - Zresztą kapitalnie to jest rozegrane i kapitalnie pokazane.
4889:  KMM - Przy czym, wiesz, to chodzi bardziej o to, że imperium na początku nie miało biurokracji, bo wiadomo, przejął Palpatine, to wszystkie wyrżną, nie?
4896:  KMM - I wyprowadził żonę terroru, a potem się zajął studiowaniem starych ksiąg.
4900:  KMM - W związku z powyższym biurokracja z powrotem wróciła, jak zawsze.
4902:  KMM - Czyli zawsze wraca.
4903:  BFP - Krzysztof coraz bardziej idzie w stronę wczesnego stalinizmu, to znaczy regularnie musi robić czystki, żeby się nie zalągł biurokrat.
4914:  KMM - Żeby nie było biurokracji, żeby nie było punkcików i żeby nie było systemu.
4918:  BFP - Jak my skończymy tego streama, to Krzysztof będzie naprawdę dyktatorem.
4923:  BFP - Krzysztof będzie Palpatinem.
4925:  KMM - Patrząc na Andor, zostawiłem mi skarby i deforme, ale przekażę ci, że mój rezultat nigdy nie był silniejszy.
4940:  ML - Jak ja lubię twój łóżkowy... Jak ja lubię twój łóżkowy... Czy ta twarz może kłamać?
4945:  BFP - Jak ja lubię twój łóżkowy dirty talk.
4949:  BFP - Jak wygląda... Jak wygląda... Jak wygląda... Nie mogę teraz patrzeć na Krzysztofa.
4959:  BFP - Wyłączę go na moment.
4960:  BFP - Jak wygląda... Jak wygląda Akolita?
4964:  BFP - Ja nie wiem, jak wygląda Akolita, ale wiem, że brzmi całkiem nieźle i wbrew temu, co Krzysztof przez moment przebąkiwał,
4970:  BFP - Podobała mi się muzyka, która była na końcu odcinków.
4972:  BFP - To było kawał naprawdę dobrej muzyki.
4975:  KMM - Znaczy wtedy, jak się kończyły?
4976:  KMM - Tak, na napisach końcowych.
4977:  KMM - A, to mi się to też wtedy bardzo podobało, jak się kończyły.
4979:  ML - Nawet ta, ale nawet ta tam z odcinka właśnie siódmego czy któraś, która jakiś tam hip-hop puścili, czy co tam było, nie pamiętam.
4987:  BFP - Tego nie pamiętam.
4988:  ML - Wyparłeś.
4989:  ML - No właśnie.
4989:  ML - Bo wiem, że to był mem w necie.
4991:  ML - Ja szczerze mówiąc zawsze trochę wyjebą go.
4993:  BFP - Plastikowo wygląda ten serial.
4995:  ML - Plastikowo.
4996:  ML - Widzieliście w ogóle taką ciekawostkę, bo się dowiedziałem chyba wczoraj, że syn Johna Williamsa, to jest Joseph Williams i to jest wokalista Toto.
5003:  BFP - Tak.
5004:  BFP - I klawiszowiec chyba też.
5005:  ML - Który napisał te piosenki, najbardziej znane ich.
5008:  ML - Tak.
5009:  ML - Ja się dowiedziałem wczoraj z neta.
5012:  BFP - Nie chcieli, żebyś wiedział, a ty to zepsułeś.
5014:  BFP - Także teraz dzielę.
5015:  BFP - Nie musieli się tym chwalić.
5016:  ML - Przyszedłem do was z ciekawostką.
5019:  BFP - I chcieliśmy zaznaczyć, że John Williams ani Joseph Williams nie robili muzyki do akolity, ani nie mieli nic z tym wspólnego.
5024:  BFP - Nie wiem, kto robił, że sprawdzę.
5026:  KMM - Michael Abels.
5026:  ML - To wiadomo, że oni zawsze się wzorują, nie?
5028:  ML - Na materiałach, co mają.
5032:  ML - Nie no, to spoko, tylko bardziej chodziło mi o wygląd, no bo wszyscy tutaj już tam na szacie pisali, że 180 milionów ten serial.
5039:  ML - Ja w ogóle nie robiłem tego researchu, ale ja słyszałem, że to jest jakaś kwestia...
5047:  ML - że część tego hajsu to w ogóle Disney samo sobie wypłaca za zrobienie.
5051:  ML - Ktoś coś gdzieś mi się przeglądkiwało w jakimś filmiku i trzeba by zrobić research, ale że to nie jest takie dosłownie, że oni tyle zapłacili, tylko tam trochę kreatywna księgowość chyba wchodzi.
5059:  KMM - Też 180 milionów dolarów, tak?
5060:  KMM - Czyli 10 milionów dolarów więcej niż Godzilla Minus One.
5063:  ML - No w ogóle tam więcej niż połowa filmów science fiction dobrze zrobionych w kinach.
5069:  ML - A mamy pięć plastikowych scenografii, kilka standardowych strojów.
5074:  KMM - Mamy standardową scenografię, będzie trening mojej pamięci.
5077:  KMM - Chyba najbardziej mi się podobała ta świątynia dziwna na tej planecie, to było nawet fajnie zrobione, taki industrialny vibe.
5084:  KMM - To była rzeczywiście świeża lokacja, ale tak, las dokładnie taki sam jak na Księżycu Endora, ileż można to oglądać.
5090:  KMM - I to jest też sztuczne, że widać, że to jest Sunstage taki, gdzie tam są trzy miejsca, gdzie oni tam chodzą i... Klasyczna miejscówka, na którą narzekam od The Boob of Boba Fett.
5100:  KMM - The Boob of Boba Fett.
5102:  KMM - Mianowicie, gdzie to samo miasto, takie natatujnowate miasto z takim targiem, gdzie się jeden droid przechadza.
5110:  KMM - Zawsze tak samo.
5112:  KMM - I to są wszystkie sceny te ciemne, mroczne, gdzie wchodzimy do świata rodem z Neverhooda.
5117:  KMM - Wszystko wygląda tak jak w Neverhoodzie i tam się przechadzamy radośnie i dzieją się rzeczy.
5122:  KMM - No to to jest druga lokacja.
5123:  KMM - No to trzecia to jest najprostsza, to znaczy robimy jakiś statek.
5126:  KMM - No to to nigdy nie wygląda źle i to wygląda spoko.
5130:  KMM - Co jest jeszcze?
5131:  ML - No to biuro tych Jedi tam.
5133:  KMM - O, no Kurusan, czyli pokazują nam świątynię Jedi z zewnątrz i potem pokazują nam jedno albo dwie lokacje, dwa pomieszczenia w środku.
5141:  ML - I one wyglądają bardzo prosto, oni są wszyscy w takich szatach, które wyglądają jakby były wczoraj uszyte, więc tam bez szału.
5147:  KMM - Właśnie też tego nie zrozumiałem, dlaczego się zmieniły totalnie szaty, ale to pewnie jest w książkach z Harry'ego Bradley jakoś wyjaśnione.
5155:  KMM - W każdym razie nikt mi tego nie powiedział w serialu, więc musiałem się domyślać.
5160:  KMM - I co jeszcze tam było?
5161:  KMM - Jaka jeszcze była lokacja?
5162:  KMM - Filip, ty masz na świeżo.
5164:  KMM - Co tam jeszcze było?
5165:  ML - No ta wyspa, która wyglądała jak wyspa tego Luca, nie?
5169:  ML - Prawda?
5170:  BFP - Też miałem taki vibe.
5171:  BFP - Faktycznie, faktycznie.
5172:  BFP - Bardzo.
5173:  BFP - Bardzo.
5173:  KMM - Tam, gdzie Kimir ją zabrał i tam, gdzie w jaskini... W jaskini siedzi Plagius.
5182:  ML - Stary, jak będzie drugi sezon i Darth Plagius zacznie ich doić...
5190:  ML - Ja jakby, wiecie, koniec hatewatchingu, nie?
5193:  BFP - Przepraszam, ale dla mnie straszne było to cameo tego Plagiusa.
5197:  BFP - To takie, co jeszcze możemy dorzucić?
5199:  BFP - To jest jak z tym jodą.
5201:  BFP - Takie, co jeszcze możemy dorzucić?
5203:  BFP - Żeby był fanservice, żeby ludzie zadawali pytania, co nic nie wniesie do serialu i tylko skomplikuje.
5207:  ML - A jeszcze tak swoją drogą Dark Plague jest, to tak naprawdę to ja się dowiedziałem, że to jest to on z internetu, bo tak naprawdę w tym serialu to po prostu jakiś chłop, co wygląda jak demon, robi...
5216:  KMM - No dokładnie, on wygląda jak dementor.
5217:  BFP - On wygląda jak mistrz sol, który dalej wychyla się za tego drzewa i nigdy nie przestał.
5224:  BFP - Mimo, że minęły dekady.
5226:  BFP - Szukam jeszcze jakiegoś plusa tego serialu.
5229:  BFP - Ale czy nie zgodzicie się ze mną, że jednak ta seria... Krzysztof w sumie się zgodzi, bo powiedział to na samym początku.
5236:  BFP - My naprawdę potrzebujemy jakiegoś serialu, który oderwie się od tej...
5242:  BFP - narracji i agendy Filoniego, czyli cały czas obracania się wokół głównej trylogii,
5247:  BFP - Ja powiedziałem w swojej recenzji, wiele osób źle to zrozumiało, ja nie powiedziałem, że Andor nie jest znakomitym serialem.
5252:  BFP - Ja powiedziałem, że Andor nie jest potrzebny w tym rozumieniu, że też uzupełnia luki w tym czasie, który został już dość mocno zagospodarowany w popkulturze.
5261:  BFP - Ale właśnie taki kotor, są znakomite książki, które opowiadają w ogóle o regionach galaktyki, o których nigdy nie słyszeliście ani w serialach, ani nie słyszeliście w filmach.
5273:  BFP - Tak jak powiedział Krzysztof, jakby zrobić po prostu dobrą adaptację Knights of the Old Republic, byłoby bardzo interesująco.
5280:  KMM - I tam jest bardzo fajna postać przecież też właśnie, szarej Jedi nazwijmy to.
5285:  BFP - Kreja, ja ją podaję w swojej recenzji.
5287:  BFP - Kreja była inspiracją dla Leslie Headland, dlatego się dziwię, że ona nie wyciągnęła z tego żadnych wniosków, tworząc takiego Kimira.
5295:  BFP - Kreja jest tym, kim Kimir chciał być.
5298:  BFP - Albo kim chciały scenarzystki, żeby był Kimir.
5300:  BFP - To jest fascynująca postać, która pokazuje, jakby powiedział Władysław Kosiniak-Kamysz, trzecią drogę.
5310:  BFP - Jezus Maria.
5311:  BFP - No dobra, drodzy, to tak na koniec.
5313:  BFP - Jakbyście mieli powiedzieć... Czemu?
5319:  BFP - Ale nie potrafisz odpowiedzieć na to pytanie, więc po co je zadajesz?
5321:  KMM - Bo to jest serial z temu.
5328:  BFP - Bo ja jednak będę obstawał przy tym, że założenia były całkiem w porządku, abstrahując od kwestii kanonicznych.
5334:  BFP - Czyli opowiedzmy o tym, że nie musi być takiej dychotomii w świecie Star Wars.
5340:  BFP - Andor już to pokazuje, ale że pokażmy, że nie musi być tylko takiego podziału na czarną i białą stronę mocy.
5347:  BFP - Pokażmy jakąś alternatywę.
5349:  BFP - Pokażmy, że Jedi... Ale zgadzam się z tym, co powiedziałeś, Krzysztof, że ta druga trylogia pokazywała sporo tego z perspektywy Anakina, chociaż nie była ona specjalnie zniuansowana.
5362:  BFP - A jak już wchodziły kwestie polityczne, to ulubiona rzecz Lukasa, które były po prostu męczące, przynajmniej dla mnie w tej trylogii.
5369:  BFP - Do tego mamy dość ciekawy setting, bo jednak dzieje się akcja w przeszłości.
5373:  BFP - No kurczę, nie wiem jak można było tak dobre założenia tak fatalnie potraktować, znaczy w zasadzie wysadzić wszystko to, co mogło być w tym dobrego, czyli setting jest ciekawy.
5385:  BFP - Ale ja nie widzę, żeby to się różniło specjalnie od estetyki, stylistyki.
5389:  BFP - A nawet Jedi wyglądają dokładnie tak samo, jak w tej drugiej trylogii.
5392:  BFP - W sensie, ja widzę dokładnie tych samych Jedi.
5394:  BFP - Nie widzę jakichś potęgi Jedi.
5396:  BFP - Nie widzę ich faktycznego wpływu.
5397:  BFP - Ja nie widzę na przykład, żeby to była organizacja parareligijna.
5400:  BFP - Co jest też ciekawym wątkiem, bo oni mają pewną otoczkę.
5404:  BFP - Kompletnie tego nie widzę.
5405:  KMM - Nie możesz mieć krytyki radykalnej zgromadzenia religijnego w purytańskich Stanach Zjednoczonych.
5411:  KMM - Żartujesz chyba.
5413:  KMM - To jest cały czas ten problem, że ta narracja jest za grzeczna w ten sposób, ale absolutnie chciałem podbić to, że ja czuję, że to jest o zakon Jedi za czasów swojej świetności tylko dlatego, że przeczytałem opis serialu.
5429:  KMM - Ja tego nie zobaczyłem.
5430:  KMM - Ja zobaczyłem, że tam byli Jedi, którzy się potykali o własne nogi, którzy byli roznoszeni na drobiazgi przez jakiegoś randomowego wojownika Sithów, bo nawet nie mistrza.
5442:  KMM - Którzy są idiotami.
5443:  KMM - Którzy są idiotami.
5444:  ML - Na każdym etapie po prostu podejmują jakieś idiotyczne decyzje.
5446:  KMM - I jeszcze są rozemocjonowani, czyli nie trzymają się tego kodeksu Jedi, który podobno traktują właśnie normatywnie.
5453:  ML - Świeży Jedi właśnie mówi, że on nie chce na tej planecie dwa miesiące siedzieć, bo się nudzi, chce do domu.
5458:  ML - To jest jego opanowanie emocji i tak dalej.
5464:  BFP - I zakon kobiet, który nie wiadomo, what is their deal, nie wiemy, jaki jest ich cel, co one chcą osiągnąć, czym jest ta wergencja, kim są te główne bohaterki, tak z perspektywy właśnie mocy i tego, co chce się opowiedzieć o mocy.
5481:  BFP - Jedyne co wiemy, to to, że
5483:  BFP - Byli ludzie, którzy na nie wpływali, oddziaływali, bardziej bądź mniej, ale na przykład nie ma wciąż żadnej informacji, dlaczego mieliby być nimi zainteresowani, albo czy one jakkolwiek różnią się od Jedi.
5496:  BFP - Czy ich pochodzenie sprawia, że jakoś inaczej dysponują mocą.
5502:  BFP - W ogóle to nie zostało zaadresowane, ja się nie mylę.
5504:  BFP - Nie widzieliśmy jakiejś innej mocy.
5506:  BFP - Widzieliśmy, że one dysponują mocą w ten sam sposób.
5508:  BFP - A przecież było tyle okazji.
5509:  BFP - Kimmy daje jej ten hełm, cerebro profesora Xavier'a, który ona zakłada i zaczyna krzyczeć, bo jest ciemno.
5517:  BFP - Zdejmij, to jest jak założyć VR i zapomnieć oddychać.
5520:  BFP - No więc on ściąga jej ten nocnik z głowy.
5523:  BFP - Ale było tyle szans na to, żeby... Do tego nawiązałeś.
5528:  BFP - Tak, tak, tak.
5530:  BFP - I think you should leave.
