Krzysztof M. Maj - szczęśliwy jak JAMNIK || W sumie ciekawi ludzie @KrzysztofMMaj
🔗 https://www.youtube.com/watch?v=yzBa4XN-e8w
SR (Szymon Rusnarczyk)
KMM (Krzysztof M. Maj)

0:  KMM - Ja mam złą pamięć, ale chyba ja już po tę książkę w tej jaskini raz chodziłem.
3919:  KMM - Człowiekowi się będzie wydawało, że jest zajebisty, że jest świetny, że jest wybitny, że dostaniesz certyfikat...
3924:  KMM - nigdy certyfikat nie dostaniesz, bo zawsze w ramki.
3926:  KMM - Tak, ale nie masz pieniędzy na to, żeby wyjechać sobie na wakacje dwa razy w roku.
3931:  KMM - Tam, gdzie chcesz.
3932:  KMM - Ale masz certyfikat, którym się pysznisz na ścianie, masz go za sobą w kadrze, żeby warunkować swoją wybitność.
3939:  KMM - Co ci z tego?
3940:  KMM - Nic ci to nie daje.
3941:  KMM - I to jest strasznie smutne, że my nie rozumiemy, że to odczucie szczęśliwości, które mamy co jakiś czas, to jest nic w porównaniu do poczucia szczęścia.
3948:  KMM - A poczucie szczęścia to jest ciekawe, bo to jest coś, że ty nie myślisz, czy ci jest danego dnia dobrze, czy ci jest danego dnia źle, ponieważ po prostu jesteś, żyjesz i trwasz i się cieszysz z tego.
3959:  KMM - Ale ty nawet nie zastanawiasz się nad tym.
3961:  KMM - My się często zastanawiamy nad tym, czy jesteśmy szczęśliwi wtedy, jak jesteśmy nieszczęśliwi właśnie.
3967:  KMM - Dystopię czy cyberpunk to pięknie pokazują.
3969:  KMM - Wychodzę na fana, bo jestem fanem tej narracji, niewątpliwie.
3972:  KMM - Dla mnie nie rozsmarowała po ziemi Grady, właśnie z tego względu, że ona pokazuje, że tam nie ma dobrego rozwiązania.
3980:  KMM - Co, będziesz mieć roboty, które zyskują samoświadomość?
3984:  KMM - Dasz im prawa obywatelskie?
3985:  KMM - Źle.
3985:  KMM - Odbierzesz im prawa obywatelskie?
3987:  KMM - Jeszcze gorzej.
3988:  KMM - Co zrobi?
3988:  KMM - Nie wiem.
3989:  SR - Ale cyberpunk ogółem jako gatunek mocno ewoluował, moim zdaniem, bo jedynka Deus Exa na przykład, ona opowiadała bardziej o teoriach spiskowych, moim zdaniem.
3998:  KMM - Tak, spiski, ale to zostało trochę w tych Illuminati i w Deus Exie Gmiana Revolution.
4001:  SR - Tak, tak, tak, tylko że oni, zauważ, że są po creditsach dopiero tak naprawdę, tak?
4004:  KMM - To większość gry ich nie ma zupełnie poza... Znaczy nie no, w Deus Exie Gmiana Revolution jeszcze są na początku.
4008:  SR - A, na początku, tak, przepraszam.
4009:  SR - Ale to jest ta rozmowa.
4010:  SR - Na początku, tak, tak, tak.
4011:  KMM - No, ale... Ale po kredycach są i faktycznie w którymś momencie jest taka misja, że przechodzisz rzeczywiście do tej firmy, gdzie przechowują... Tak, Adama Jansena klona teoretycznie, to jest... I w Mankind Divided natomiast to ucieka zupełnie i tam wracają trochę te wątki terrorystyczne, więc tak, rzeczywiście to jest trochę wyciszone.
4030:  KMM - Trudno się dziwić, myślę, bo może to było tak, że Deus Ex wychodził w takim czasie, kiedy to już nie było takie cool,
4036:  KMM - Teraz znowu to zaczyna być interesujące, bo dużo teorii spiskowych się pleni, ale myślę, że teraz twórcy by raczej nie robili narracji, która aprecjonuje tego rodzaju zachowania, bo raczej powinniśmy je deprecjonować, pokazywać mroczne i przerażające, że w czasach powszechnego dostępu do informacji dalej to mamy.
4053:  KMM - Bo założenie cyberpunka było właśnie takie, że no tak, nie ma powszechnego dostępu do informacji, bo jest kontrolowane przez korporacje właśnie i ludzie dbają o to, żeby tego nie było.
4063:  KMM - To jest niebezpieczne bardzo i myślę sobie, że oczywiście, że tego rodzaju shadowy institutions lubią myśleć, że są u władzy i że kontrolują tak naprawdę wszystko, natomiast prawda jaka jest na temat rzeczywistości, bardzo sprosta i skomplikowana jednocześnie, jest taka niebezpieczna.
4079:  KMM - Nie da się wszystkiego kontrolować.
4081:  KMM - I w tym leży mój optymizm zawsze, że żaden system nie jest doskonały, każdy system da się ograć i zawsze jesteśmy w stanie go jakoś rozsadzić od środka.
4089:  KMM - No tylko, że wiesz, cyberpunk proponuje rozwiązania terrorystyczne i rewolucyjne.
4094:  KMM - I to nie jest rozwiązanie, które jest dobre, ponieważ wtedy pokazuje, że naprzeciwko systemu jest chaos.
4098:  KMM - To jest dyskusja między asasynami a templariuszami z Assassin's Creed, która uciekła w najnowszych odsłonach i jestem o to bardzo wściekły.
4105:  KMM - Bo to była mądra narracja, że masz ludzi, którzy nie są tak do końca źli, no bo oni... Assassin's Creed Rogue to idealnie pokazał.
4113:  SR - Tak.
4114:  KMM - Oni doprowadzili jednak do tego, że jest jakiś porządek pewien.
4117:  KMM - A z drugiej strony masz tych rewolucjonistów, którzy z jednej strony mają rację, bo są empatyczni etyczni, ale z drugiej strony jakie są ich metody.
4125:  KMM - Sieją po strach, zniszczenie, pożogę i zabijają ludzi wszędzie.
4129:  KMM - I to było takie ładne, szare, zniwarstowane.
4132:  SR - Ale świetne było właśnie to, że pokazali, że asasyni się mocno nie różnią.
4136:  SR - od Templariuszy też właśnie metodami.
4138:  SR - I to było, jak gracz to poczuł nagle, że on też jest tym złym często, to było niesamowite.
4143:  SR - Ale oni to później zepsuli strasznie właśnie w kolejnych już odsłonach.
4146:  KMM - Sam początek też Black Flag'a był pod tym kątem bardzo dobry.
4149:  SR - Tak, tak, tak.
4149:  KMM - Ale nie wiem dlaczego, widzisz, ja uważam, że to dlatego się zepsuło, że Ubisoft odszedł od wątku tak zwanego współczesnego.
4155:  KMM - Ja nie lubiłem zawsze, jak ludzie mówili, nie, nie, nie, nie jest współczesny.
4158:  KMM - Wątek współczesny był nieinteresujący dlatego, że tam pozbawili nas wszystkich mechanik, które mieliśmy w wątkach historycznych.
4164:  SR - No i też kwestia Assassin's Creed'a bodajże trójki, który był trochę cheesy pod tym względem, że mieli 2012, koniec świata, bla, bla, bla, no i... Plus jeszcze to, co zrobili z głównym bohaterem, co jest zbrodnią i do dzisiaj nie mogę tego wybaczyć.
4178:  KMM - I potem nie mieli pomysłu na nowego, taka prawda, i zaczęli się wikłać i...
4183:  KMM - trochę niestety ganiać jak wierzch na łańcuchu, no i problem w związku z tym.
4188:  KMM - Ja tak zacząłem odpadać właśnie od tych najnowszych ocen, mimo że one są bardzo interesujące, ciekawe i tak dalej, że nawet powiedzmy, że ten otwarty świat jest jakoś w miarę dobrze zrobiony, chociaż po Ubisoftowemu, co mnie irytuje.
4200:  KMM - Ale wciąż bardzo lubię główną fabułę Alexiosa i Cassandry.
4206:  KMM - Dla mnie Cassandra zawsze miała ciekawszą stronę fabularną w Odyssey.
4211:  KMM - Ale już problem miałem z bajekiem w Origins.
4214:  KMM - Od Valhalla się kompletnie odbiłem.
4216:  KMM - W Mirage już nie grałem.
4218:  SR - Ja tak samo.
4218:  KMM - To jest ciekawe.
4219:  KMM - Pierwsze Assassin's Creed, którego w ogóle nie grałem, teraz sobie uświadomiłem.
4222:  SR - Ja tak samo, ja mam kupionego, ale nie odpaliłem go ani razu, bo po prostu przeszedłem właśnie Odyssey i to jest tyle, bo później już, Odyssey już było bardzo na siłę dla mnie i teraz właśnie dlatego mam pytanie, czy twoim zdaniem to, że wszędzie są teraz otwarte światy, dobrze, że wspominałeś, że teraz nad tym pracujesz w zasadzie, czy twoim zdaniem te otwarte światy, otwarte światy wszędzie są tak potrzebne, czy one są dobre?
4246:  SR - To jest dobre, że mamy tyle opcji, tyle pytajników nagle.
4250:  SR - Zresztą rozmawialiśmy ostatnio, jak się widzieliśmy właśnie tutaj w biurze, o Dragon Age Inquizycji, które miało mnóstwo pytajników do tego stopnia, że dla mnie to było Dragon Age MMO.
4259:  SR - Że chodziłeś po prostu po mapie, miałeś jedno tempo, które przyspieszałeś niby shiftem na koniu i nic to nie zmieniało tak naprawdę.
4266:  SR - Bo nie wiem, czy znasz ten kazus, ale tam była właśnie sytuacja, że dewowie nawet przyznali, że przyspieszyli fikcyjnie konia, który tak naprawdę jechał tak samo, ale animacja była tylko wskazana, pokazywała, że jedzie się niby szybciej.
4281:  KMM - Wiesz co, problem naczelny polega na tym, że większość firm się po prostu nie ustrzegła tych mechanik.
4287:  KMM - FromSoftware w Shadow of the Air, czyli zrobił mechanikę, która jest w Genshin Impact.
4291:  KMM - To znaczy, i to trzeba mówić otwarcie, tak, i tego szydzić.
4294:  KMM - To znaczy, no w Genshin Impact odpalasz mapę interaktywną, żeby zebrać wszystkie elektrokulusy, które są rozsiane po świecie, bo jest ich skończona liczba.
4301:  KMM - Musisz zebrać wszystkie.
4302:  KMM - Zbije się wszystkie, Pokemon, aaa.
4305:  KMM - I From Software w Shadow of the Archie też ma.
4307:  KMM - Zbierz wszystkie fragmenty ostro drzewa, jaj!
4310:  KMM - I co jest do tego?
4310:  KMM - Mapa interaktywna, zrobiona przez gracza.
4312:  KMM - Dokładnie to samo, identycznie.
4314:  KMM - Robisz liniową grę z gry nieliniowej, bo idziesz od punktu do punktu, od punktu do punktu, od punktu do punktu.
4321:  KMM - Oczywiście możesz tego nie robić.
4322:  SR - Przepraszam ci przerwę, ale wiesz co jest jeszcze najgorsze?
4325:  SR - Jak masz taką właśnie grę jak Dragon Age, ale nie tylko, podejrzewam, że właśnie podobny przykład jest w Dark Soulsach, że masz niby mapę, jest otwarty świat, ale...
4338:  SR - Masz takie wrażenie czasami, że jesteś w tym punkcie, w którym nie powinieneś być.
4342:  S03 - Mhm.
4342:  SR - Że jest niby, jest quest, który gdzieś sobie leży, ale przeszedłeś do innego quest'a, bo akurat był po drodze.
4349:  SR - I odkrywasz, że dzieją się tam jakieś rzeczy, które wydają ci się, cholera, czy ja coś pominąłem?
4354:  SR - Tak.
4354:  SR - Czy przypadkiem fabuła... Fogo się włącza.
4356:  SR - Właśnie.
4356:  SR - Czy to nie jest tak, że wiesz, że po prostu ten quest, który pominąłeś na chwilę, zostawiłeś go sobie, nagle okazuje się, że brakuje ci jakichś wątków fabularnych, ale często się okazuje, że tak naprawdę niczego nie brakuje, jest po prostu tak napisane i tak poprowadzone i to jest problem.
4370:  KMM - No, questy to jest w ogóle osobny problem, bo w jaki sposób pisać questy w otwartym świecie tak, żeby one się łączyły z fabułą główną i jeszcze nie wpływały na spadki napięcia, to jest prawie niemożliwe.
4381:  KMM - Redzi panowali nad tym w ten sposób, że ograniczali poziomem trudności niektóre rejony, ale i tak się to da.
4386:  SR - A jeszcze niektóre questy wpływają na sam świat otwarty, typu już pojawiają się jakieś postaci w danym miejscu, albo w ogóle zmienia się wątek właśnie.
4393:  KMM - To swoją drogą robi bardzo często wspomniany przyzwyczajenie Genshin Impact, że jest jakiś quest, który Ci zmienia w ogóle wygląd świata nagle.
4400:  KMM - I to samo robi swoją drogą również FromSoft w pierwszym Elden Ring'u, że jest ten quest, który dosłownie powoduje, bez spoilerów, że powstaje jakiś wielki lej i on otwiera nam podziemia w Limgrave.
4411:  KMM - Więc to jest interesujące.
4412:  KMM - Wydaje mi się, że to jest optymalny sposób tworzenia questów w otwartym świecie, że do momentu, w którym nie powstanie jakaś wyrwa, nie otworzy się jakaś brama, to jesteś zamknięty.
4424:  KMM - I to jest optymalne, bo musisz mieć jakiś sposób panowania nad tym, gdzie jest gracz, żeby właśnie nie doszło do absurdu, bo nie da się tego wszystkiego ze sobą połączyć, chyba że będziemy mieli dobre narzędzia AI-owe, które będą zliczały coś, o czym dyskutowaliśmy, jak robiliśmy sami takie narzędzie kiedyś w Warszawie, właśnie to było w tej firmie, w której pracowałem przez moment.
4441:  KMM - Mieliśmy taki pomysł, żeby stworzyć narzędzie, które będzie zliczało i zrzucało do bazy danych informacje o stanie świata i stanie gracza.
4450:  KMM - I to przerosło możliwości komputacyjne tamtego czasu.
4454:  KMM - Natomiast dzisiaj byłoby to do zrobienia, więc rzucam pomysł startupowy.
4458:  KMM - Narzędzie, które zlicza zmiany w świecie.
4460:  KMM - Bo o to chodzi w zasadzie, żeby pokazać, czy jakiś quest nie wywoła bzdury fabularnej przez to, że wywoła zmianę w świecie, która jeszcze nie powinna nastąpić.
4468:  KMM - Więc tę zmianę w świecie trzeba potraktować bardzo szeroko wtedy.
4471:  KMM - I to jest pierwszy problem, który jest przed otwartymi światami.
4474:  KMM - Otwarte światy wystartowały za wcześnie, tak jak metaversum Zuckerberga.
4477:  KMM - Zuckerberg stracił potworne pieniądze na metaversie, ponieważ wypuścił to przed Apple'owym, AR'owym, dziwnym ustrojstwem, które za dużo kosztuje.
4489:  KMM - I Apple też się na tym przejechało, ponieważ wciąż nie mamy takiego społecznego zapotrzebowania.
4493:  SR - Pamiętasz jeszcze Google'owe okulary?
4495:  SR - Były.
4495:  SR - Google Earth.
4498:  KMM - Google Ads miało najlepszą parodię, jaką widziałem w całym swoim życiu, mianowicie, że komuś walnął bluescreen, jak był na rowerze i wpieprzył się w latarnię.
4505:  SR - A to się mogło ostatnio wydarzyć.
4507:  KMM - Właśnie, tak.
4509:  KMM - I to jest jedna rzecz, że eksploracja jest bardzo trudna.
4512:  KMM - I eksplorację można robić na najróżniejsze sposoby.
4515:  KMM - Ludzie mówią, o, Ghost of Tsushima.
4517:  KMM - gdzie jest mechanika przewodniego wiatru, która działa, ale tu jest seria warunków kiedy, więc czasem nie działa, więc czasem wiatr nas nie prowadzi, to znaczy wtedy, kiedy mamy obszar, gdzie trzeba robić śledztwo.
4527:  KMM - I jest wzięta mechanika wtedy z Archa Mezailum i z Wiedźmina, Wiedźmińskich Zmysłów tak zwanych, gdzie sobie odpalamy i sprawdzamy, o proszę bardzo, tu są ślady, trzeba za nimi podążać, wtedy magicznie ten wiatr nas nie prowadzi.
4539:  KMM - A idealna sytuacja byłaby taka, gdyby przewodni wiatr prowadził nas zawsze do następnego punktu.
4545:  KMM - Następna rzecz, którą masz zrobić, w okolicy, tyle, bez żadnego rozmieniania się na drobne, czy to jest ślad, czy to jest jakiś staw.
4554:  KMM - I wtedy gracze by używali tylko tego.
4557:  KMM - A co ja robiłem w Ghost of Tsushima?
4558:  KMM - Używałem przewodniego wiatru, odpalałem mapę, dawałem mapie znaczniki i następnie szukałem po ziemi tych lupek śmiesznych, żeby zobaczyć, gdzie...
4566:  KMM - Co level designer miał na myśli?
4568:  KMM - Co ja, gdzie ja teraz mam to znaleźć?
4571:  KMM - Potem używałem przednego wiatru, potem odblokowałem sobie sześć innych przewodnich wiatrów do znajdziek.
4576:  KMM - Boże drogi, utrudnione zupełnie niepotrzebnie.
4579:  KMM - Więc nawet w grze, która świetnie to robi, i tak są problemy.
4583:  KMM - I teraz te pytajniczki.
4584:  KMM - Bo zauważ, to powiedzieliśmy, że z gry o linie linearnej robi się liniowa, bo idziesz od pytajniczka do pytajniczka.
4589:  KMM - Jak to się rozwiązuje?
4590:  KMM - No Sky im to rozwiązało.
4592:  KMM - Dlatego powiedziałem, że Skyrim jest moją ulubioną grą RPG, niezmiennie.
4595:  KMM - Nawet bardziej niż Wiedźmin, z tego właśnie względu, że Wiedźmin w którymś momencie zmusza mnie, cholera jasna, do tego, że muszę od pytajniczka do pytajniczka, bo idę do zleceń wiedźmińskich na tablicy i pojawiają się pytajniczki.
4606:  KMM - A Skyrim wynagradza cię.
4608:  KMM - Znalazłeś jaskinię?
4609:  KMM - Znacznik.
4610:  KMM - Znalazłeś coś?
4611:  KMM - Znacznik.
4612:  KMM - Red Dead Redemption 2 robi dokładnie to samo, jak ktoś chce zawrzasnąć, że o, Bethesda chwali.
4617:  KMM - Proszę bardzo, Rockstar robi dokładnie to samo.
4619:  KMM - Artur Morgan coś znajduje, pojawia się odręczna notatka na mapie albo w jego dzienniku.
4623:  KMM - Genialne rozwiązanie.
4625:  KMM - To jest otwarty świat.
4626:  KMM - To się powinno nazywać otwartym światem, a nie te cholerstwa wszystkie, które dają nam morze znaczników do synchronizacji i odhaczania, jak w ZUSie PUE.
4636:  SR - Takie porównanie.
4639:  SR - Wiecie co, ja muszę tutaj jedną wtrącić, tak wtrącić muszę jedną rzecz, bo Krzysztof jest niesamowity pod jednym względem takim bardzo mocnym, znaczy Krzysztof jest niesamowity pod wieloma względami, ale tym jednym konkretnie jest po prostu rozwalił dzisiaj i nie tylko dzisiaj.
4653:  SR - Mianowicie wyobraźcie sobie, że ja mam tutaj zapisane tyle pytań.
4659:  SR - I ostatnio również mieliśmy tak, że ja nie muszę zadawać większości tych pytań, bo Krzysztof sam sobie na nie odpowiada.
4666:  SR - I na przykład jedno z tych pytań brzmiało, czy Elder Scrollsy to bardzo dobre gry, czy po prostu bardzo dobre uniwersum?
4672:  SR - To chciałem głębiej wejść.
4674:  SR - Biorąc pod uwagę, że gadałeś ostatnio o języku smoczym, więc to na koniec sobie zostawmy ten temat, bo to mnie bardzo interesuje, bo bardzo mnie cieszy, że wspomniałeś o Skyrimie, bo tutaj panuje taki konsensus w tym biurze, oprócz mnie jestem wyłamującym się w tym biurze, który twierdzi, że Skyrim jest spoko, a większość ludzi jednak w biurze twierdzi, że Skyrim jest drewniany, trochę jak Gothic dla wielu osób.
4697:  SR - Dla mnie Skyrim jest spoko.
4699:  SR - I teraz tak, tylko...
4701:  SR - Zaznaczmy to, że ja w Skyrimie mam naprawdę, nie wiem, pewnie z tysiące godzin przegrane.
4705:  KMM - Ja będę mieć z 800, no.
4708:  SR - I wszystko, 90-80% jest na modach.
4710:  SR - I to takich naprawdę ciężkich modach do tego stopnia, że są nowe questy, całkowicie nowe historie.
4718:  SR - Mam na przykład moda, który zmienia całkowicie start tej gry, że w ogóle nie musisz być Dragonbornem.
4723:  SR - I to jest ciekawe, bo na przykład ostatnio gram sobie gościem, który jest w szkole magów w Winterhold i po prostu sobie jest tym magiem i podróżuje, żeby rozwiązać problemy różnych ludzi.
4737:  KMM - Rozumiem to dlatego, że mój zawsze start w Kairymie to był beeline do Winterhold.
4741:  KMM - Tak.
4742:  KMM - Tam zaczynam wszystko i dopiero potem interesuję się całą resztą ewentualnie.
4746:  KMM - I do dzisiaj nie mogę wybaczyć Bethesdzie z tego, że jak ja w Sovngarde, to nie będzie spoiler, bo nie wiecie, czym jest Sovngarde, jakim graliście, jestem zapytany, kim jesteś?
4755:  KMM - Ja sobie mówię, no!
4757:  KMM - To ja teraz powiem, Arcymak Zimowej Twierdzy jest dobrze.
4759:  KMM - I tam...
4760:  KMM - I mam całą listę rzeczy, którymi się mogę przedstawić, ponieważ zrobiłem wszystkie questy i wszystkie stronnictwa są moje, więc albo jesteś arcymagiem, albo szef Gidli złodzili w pękninie i tak dalej.
4770:  KMM - Co wy robicie?
4772:  KMM - Nie robi się tego w ten sposób.
4775:  KMM - Skyrim ma
4777:  KMM - Bardzo ciekawe, bardzo ciekawe questy poboczne.
4779:  KMM - Natomiast niewiele questów, które są generyczne.
4782:  KMM - I odpowiem anegdotycznie.
4784:  KMM - Miałem taki fan z eksploracji Skyrima, że w którymś momencie zapętliłem się w jednym queście i mianowicie zdobywałem księgi dla Akademii Wzimowej Twierdzy.
4792:  KMM - No i z takiej powinności filologicznej, skończywszy studia literaturoznawcze, stwierdziłem, dobrze, to ja teraz skompletuję tę bibliotekę.
4799:  KMM - No i zrobiłem mniej więcej jakieś 150 albo więcej tych rundek po różne książki i zobaczyłem, że ta biblioteka w Akademii Zimowej Twierdzyści nie zapełnia bynajmniej, to jest raz.
4810:  KMM - I po drugie zobaczyłem, że ja mam złą pamięć, ale ja już po tę książkę w tej jaskini raz chodziłem.
4817:  KMM - I potem, oczywiście zaczynam pytać ludzi, patrzę, aha, tak, to jest quest nieskończony.
4822:  SR - Tak, tak, tak, tak.
4823:  KMM - To jest ten sam quest, co ze zleceniami dla morderców, tak, z Bramocznego Bractwa.
4828:  KMM - Okej, okej.
4829:  KMM - Jesteś idiotą.
4830:  SR - To ci coś polecę.
4832:  SR - Tutaj też widzą przy okazji, polecę takiego jednego moda, którego jeśli nie grasz na modach, to myślę, że chociaż tego mógłbyś zainstalować.
4838:  SR - To jest Legacy of Dragonborn.
4840:  SR - I to jest mod, który zmienia całkowicie rozgrywkę pod jednym względem.
4846:  SR - Mianowicie powstaje muzeum w Solitude, to będzie samotnie po polsku.
4851:  KMM - Samotnie, tak.
4853:  SR - Muzeum Dragonborna.
4854:  SR - I tam jest normalnie kurator, z którym rozmawiasz.
4856:  SR - Są questy dodatkowe.
4860:  SR - Cudowne.
4860:  SR - I zmieniasz całkowicie sposób gry, bo zamiast zbierać ten loot cały na tej zasadzie, jak zbierałeś, to masz taki mały znacznik, czy masz już coś w muzeum, czy nie.
4868:  SR - I na przykład zbierasz cały ekwipunek ze skóry, zbierasz cały ekwipunek z żelaza i to sobie kompletujesz.
4876:  SR - Resztę możesz sprzedawać, bo cię nie interesuje, albo już masz to w muzeum i też są rzeczy typu, że masz na przykład, są tam achievementy normalnie, które budują ci pomniki na przykład w tym muzeum.
4888:  SR - Typu, że pokonałeś Ebonowego Wojownika albo Alduina i to normalnie nagle pojawia się statuetka Alduina taka większa.
4896:  SR - To jest fakt, który... To jest coś, czego brakuje w grach Bethesdy w zasadzie.
4900:  KMM - Ale on też przesądza o tym, że Skyrim jest dobrą grą, ponieważ to jest gra, która jest tak żywa w pamięci graczy, że jest cały czas rozwijana.
4908:  KMM - Ile jest gier, które są zapomniane przez graczy, które nie są rozwijane, mimo że pamiętamy, że są kultowe.
4914:  KMM - Zobaczyłem sobie swoją drogą, teraz będzie jak redkit został udostępniony społeczności, spodziewam się, że będzie też taka eksplozja popularności, ale to jest naprawdę dobra rzecz, którą zrobiła Bethesda.
4922:  KMM - Ona stworzyła piaskownicę, Sandbox.
4924:  KMM - Stworzyła świat, możesz w nim robić, co chcesz, ale stworzyła też, zauważ, procedurę w umyśle graczy, że ten świat nie polega na tym, że tylko cały czas robisz główną fabułę.
4933:  KMM - Diablo 4 robi ten błąd, że za każdym razem musi się odblokować statuetki Lili przy nowym sezonie.
4939:  KMM - Jaki debil wpadł na ten pomysł.
4941:  KMM - I nie wracam już do Diablo, to był też problem z Diablo 3.
4944:  KMM - Replayability Diablo 3 było niższe, z tego względu, że trzeba było cały czas tę kampanię od nowa robić.
4949:  KMM - A Bethesda mówi, co chcesz, możesz sobie w ogóle pominąć ten wątek główny.
4954:  KMM - I to też jest fajne, że możesz to fizycznie zrobić.
4956:  KMM - To nie jest oczywiste w większości gier współczesnych, że wątek główny ci się jakoś specjalnie nie narzuca.
4963:  KMM - Tak samo dodatki były świetne.
4964:  KMM - Ten dodatek wampiryczny, nigdy nie pamiętam tytułu, wprowadzał absolutnie przewybitnie zrobiony wątek Falmerów i moją ulubioną postać wampiryczną.
4974:  SR - A, Dongard.
4975:  KMM - Dongard, tak.
4975:  KMM - W Sarkofagu znajduje się.
4976:  SR - Tak, tak.
4977:  KMM - To jest rewelacja.
4978:  SR - I nagle możesz być wampirem i zabijać wszystkich, wypijać krew i tak dalej.
4982:  KMM - Więc to jest gra, którą trzeba byłoby oczywiście też patrzeć na nią z perspektywy czasu, bo domyślam się, że ktoś, kto dzisiaj grał w Wiedźmina, grał w nowe tytuły Horizona i sięgnie nagle do Skyrima, będzie dla niego to drewniane.
4996:  KMM - Absolutnie rozumiem.
4997:  KMM - Dlatego polecam build magiczny, ponieważ magiem się gra nie drewnianie, z tego względu, że od Skyrima nikt nie wymyślił, w jaki sposób grać magiem, bo magowie są dyskryminowani, niestety, we wszystkich grach, z różnych względów.
5008:  KMM - Raz, gracze niespecjalnie lubią, dwa, problem polega na tym, że to jest drogie.
5012:  SR - Ale o co ci chodzi Krzysztof, przecież w Dragon Age'ach niektórych buildy magów są najlepsze, ponieważ mają największe OP, znaczy w ogóle są OP generalnie, ale nie ma znaczenia w zasadzie jak walczysz, tylko po prostu klikasz sobie cały czas walka, 1, 2, 3 sobie klikasz na klawiaturze, że zmienia ci się skill na jakiś tam inny i to jest tyle.
5030:  KMM - Ja tęsknię za tym, żeby ktoś zrobił grę o magach, która będzie na takim poziomie skomplikowania skilla i umiejętności, na który wyszły już FPSy.
5041:  KMM - Chciałbym, żeby ktoś coś takiego zrobił.
5042:  KMM - Tam są oczywiste rzeczy, które ty przyjmujesz jako całkowicie naturalne dla każdego FPSa.
5048:  KMM - Nikt tego nie kwestionuje.
5049:  KMM - Nikt nie dyskutuje, że powinien być odrzut, że celuje się prawym wszystkim mysz.
5053:  KMM - Nikt tego nie kwestionuje.
5055:  KMM - Są standardy.
5057:  KMM - Bierzesz dowolnego RPGa, gdzie jest system magiczny, nie ma żadnych standardów, wszystko jest wymyślane od nowa.
5063:  KMM - Wchodzi cholerna Dragon's Dogma, bierzesz kostur, nawalasz tym jak z pepeszy.
5067:  KMM - Znaczy to jest satyryczne.
5069:  KMM - Nie można czegoś takiego zrobić.
5070:  KMM - A z drugiej strony będziesz mieć, nie wiem, milion gier, w których magia jest glass canonem.
5075:  KMM - I nie masz tego wrażenia potęgi.
5077:  KMM - Ja w Diablo 3 miałem ten problem, że mimo że dokokszonego miałem już tego mojego maga, czarodziejkę, to w którymś momencie zawsze okazywało się, że no tak, ten build ma szklany sufit.
5087:  KMM - Poza ten szklany sufit, co było zabawne, bo grałem czarodziejką, haha, nie mogłem tego szklanego sufitu przebić.
5093:  KMM - No i smutek wtedy się pojawia.
5094:  SR - Przypomniałeś mi absolutne arcydzieło magiczne, czyli Harry Potter i kamień, nie, komnatat tajemnic, tak?
5100:  SR - No tak.
5101:  SR - Lysowanie...
5103:  KMM - A wiesz, a Hogwarts Legacy do tego nawiązał w fajny sposób.
5105:  SR - Tak, muszę zagrać w końcówkę kwartale.
5107:  KMM - I w Hogwarts Legacy masz poczucie do pewnego momentu, że ten system magiczny jest dobry.
5111:  SR - Właśnie pamiętam, że gameplay, jak widziałem, to mi się wydawało, że to jak FPS trochę na zasadzie, że właśnie nawalasz tą różdżką, ale... Jest w tym fun po prostu.
5117:  KMM - Powiem Ci, ponieważ tam są zaklęcia obronne, zaklęcia, które wprowadzają jakieś rodzaje modyfikacje i zaklęcia ofensywne i musisz na niektórych przeciwników użyć określonego typu zaklęcia, co jest fajnym właśnie ukłonem w kierunku dwójki.
5131:  KMM - Jest jeden problem, mianowicie te jedynka i dwójka miały bardzo ładnie zintegrowany system lekcji szkolnych w Hogwarcie z gameplayem.
5138:  KMM - Natomiast tutaj rozgrywka niestety nie jest w żaden sposób zeskalowana z tym doświadczeniem i to jest problem.
5143:  KMM - To znaczy, wiesz, za dnia jesteś wspaniałą uczennicą w Hogwarcie, która sobie zrobi jakiś ładny quest z... O, tam niucha ci się pojawia, jak fajnie, a potem...
5154:  KMM - Na jakiejś arenie czarnomagicznej, gdzie zabijasz setki wrogów, nie?
5157:  KMM - I to jest dysonans ludonarracyjny taki, nad którym się nie da przejść do porządku dziennego.
5162:  KMM - Więc myślę, że powinni po prostu popracować nad tą formułą, żeby to miało większy sens, albo po prostu, wiesz, dać nam możliwość gry nie uczniem, nie?
5170:  KMM - Tylko kimś innym.
5171:  KMM - A jeżeli dajesz możliwość gry uczniem, opowiedz historię ucznia, która będzie miała sens.
5175:  SR - Wiesz co by było dobre?
5175:  SR - Moim zdaniem, gdyby zrobili po prostu podział na etapy, zaczynasz jako uczeń i po prostu jest przeskok o kilka lat na przykład.
5181:  KMM - I powiem, wiesz, albo aura, albo śmierciożerce, nie?
5183:  SR - O, o właśnie, o, to by było coś.
5185:  SR - Może zrobią drugą część po prostu.
5186:  KMM - Może, może, zobaczymy.
5187:  KMM - W każdym razie wydaje mi się, że to tam już by byli blisko do tego i rzeczywiście ja dlatego też grałem w Hogwarts Legacy, ale Hogwarts Legacy cierpi na wszystkie problemy otwartych światów, no bo właśnie aktywności poboczne są artystycznie nieinteresujące.
5200:  SR - Mam problem, bo miałem kończyć ten wywiad.
5204:  SR - Ale nie o to chodzi.
